2019-04-04 03:21:15,User771201,Email,ColorAnimalPair,log,create,start,
2019-04-04 03:21:33,User771201,Email,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:21:40,User771201,Email,ColorAnimalPair,log,create,start,
2019-04-04 03:21:47,User771201,Email,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:22:01,User771201,Bank,ColorAnimalPair,log,create,start,
2019-04-04 03:22:11,User771201,Bank,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:22:18,User771201,Shopping,ColorAnimalPair,log,create,start,
2019-04-04 03:22:28,User771201,Shopping,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:22:32,User771201,Bank,ColorAnimalPair,log,enter,start,
2019-04-04 03:23:29,User771201,Bank,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:23:29,User771201,Bank,ColorAnimalPair,log,login,failure,
2019-04-04 03:23:32,User771201,Shopping,ColorAnimalPair,log,enter,start,
2019-04-04 03:23:39,User771201,Shopping,ColorAnimalPair,log,enter,start,
2019-04-04 03:24:05,User771201,Shopping,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:24:05,User771201,Shopping,ColorAnimalPair,log,login,failure,
2019-04-04 03:24:08,User771201,Email,ColorAnimalPair,log,enter,start,
2019-04-04 03:24:45,User771201,Email,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:24:45,User771201,Email,ColorAnimalPair,log,login,failure,
2019-04-04 03:21:15,User771201,Email,ColorAnimalPair,log,create,start,
2019-04-04 03:21:33,User771201,Email,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:21:40,User771201,Email,ColorAnimalPair,log,create,start,
2019-04-04 03:21:47,User771201,Email,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:22:01,User771201,Bank,ColorAnimalPair,log,create,start,
2019-04-04 03:22:11,User771201,Bank,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:22:18,User771201,Shopping,ColorAnimalPair,log,create,start,
2019-04-04 03:22:28,User771201,Shopping,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:22:32,User771201,Bank,ColorAnimalPair,log,enter,start,
2019-04-04 03:23:29,User771201,Bank,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:23:29,User771201,Bank,ColorAnimalPair,log,login,failure,
2019-04-04 03:23:32,User771201,Shopping,ColorAnimalPair,log,enter,start,
2019-04-04 03:23:39,User771201,Shopping,ColorAnimalPair,log,enter,start,
2019-04-04 03:24:05,User771201,Shopping,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:24:05,User771201,Shopping,ColorAnimalPair,log,login,failure,
2019-04-04 03:24:08,User771201,Email,ColorAnimalPair,log,enter,start,
2019-04-04 03:24:45,User771201,Email,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:24:45,User771201,Email,ColorAnimalPair,log,login,failure,
2019-04-04 03:49:45,User543726,Email,ColorAnimalPair,log,create,start,
2019-04-04 03:50:01,User543726,Email,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:50:05,User543726,Bank,ColorAnimalPair,log,create,start,
2019-04-04 03:50:14,User543726,Bank,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:50:18,User543726,Shopping,ColorAnimalPair,log,create,start,
2019-04-04 03:50:41,User543726,Shopping,ColorAnimalPair,log,create,passwordSubmitted,
2019-04-04 03:50:44,User543726,Bank,ColorAnimalPair,log,enter,start,
2019-04-04 03:51:17,User543726,Bank,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:51:17,User543726,Bank,ColorAnimalPair,log,login,failure,
2019-04-04 03:51:23,User543726,Shopping,ColorAnimalPair,log,enter,start,
2019-04-04 03:52:11,User543726,Shopping,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:52:11,User543726,Shopping,ColorAnimalPair,log,login,failure,
2019-04-04 03:52:15,User543726,Email,ColorAnimalPair,log,enter,start,
2019-04-04 03:52:41,User543726,Email,ColorAnimalPair,log,enter,passwordSubmitted,
2019-04-04 03:52:41,User543726,Email,ColorAnimalPair,log,login,failure,
2019-04-04 03:45:26,User256153,Email,ColorAnimalPair,log,create,start,
2019-04-04 03:46:02,User256153,Email,ColorAnimalPair,log,create,passwordSubmitted,
